0.92024,0.90664,0.9193,0.9023,0.90146,0.9119,0.91092,0.90968,0.91114,0.90974,0.90276,0.91384,0.91298,0.89488,0.90064,0.90824,0.92228,0.90384,0.91554,0.89888,0.9069,0.87366,0.9092,0.9068,0.91724,0.90752,0.91804,0.9163,0.9135,0.9137,0.90538,0.90494,0.90292,0.90638,0.90996,0.90824,0.90158,0.90168,0.9067,0.9015,0.9127,0.91098,0.89868,0.89726,0.9052,0.90036,0.91166,0.91008,0.913,0.90922,0.90668,0.90954,0.90782,0.8999,0.90164,0.91234,0.92398,0.9078,0.91454,0.9033,0.89672,0.8954,0.91516,0.90632,0.90874,0.9048,0.92002,0.9148,0.90586,0.90448,0.92098,0.9027,0.90742,0.90042,0.91246,0.91812,0.89418,0.9128,0.90242,0.89954,0.90216,0.90866,0.90082,0.90416,0.915,0.92376,0.91132,0.9042,0.9025,0.90884,0.90988,0.88696,0.90012,0.89792,0.90652,0.8931,0.90912,0.91464,0.90478,0.91702
0.90792,0.90246,0.89348,0.91428,0.89008,0.911,0.91256,0.91076,0.89844,0.90532,0.90522,0.91106,0.90932,0.91558,0.90364,0.90756,0.9168,0.9035,0.89096,0.90348,0.90408,0.90782,0.88778,0.90504,0.89542,0.89974,0.90866,0.89734,0.89914,0.90458,0.89992,0.90068,0.90736,0.90158,0.90416,0.90788,0.9094,0.91574,0.90422,0.90434,0.89904,0.9106,0.90564,0.89932,0.91402,0.9092,0.9141,0.91192,0.91274,0.9035,0.9043,0.9205,0.9196,0.901,0.88682,0.91958,0.89194,0.90824,0.90302,0.9099,0.91264,0.90332,0.89452,0.90902,0.91314,0.90254,0.90052,0.89966,0.9033,0.91918,0.89852,0.8994,0.90036,0.9129,0.90292,0.9004,0.91096,0.90568,0.897,0.90808,0.90524,0.91732,0.8977,0.9054,0.9031,0.90182,0.91058,0.91336,0.90814,0.89186,0.89168,0.891,0.91016,0.906,0.90822,0.9103,0.89332,0.89944,0.91,0.90862
0.90978,0.90086,0.90132,0.9052,0.89978,0.8933,0.90586,0.89732,0.89754,0.90298,0.89086,0.9007,0.8988,0.90216,0.8997,0.91322,0.91696,0.92084,0.8999,0.894,0.91194,0.90858,0.90436,0.9154,0.915,0.9038,0.90774,0.9056,0.90386,0.90898,0.90068,0.90708,0.9151,0.88058,0.89284,0.88444,0.9036,0.89272,0.9126,0.90802,0.91232,0.90626,0.9012,0.89638,0.89816,0.90554,0.90984,0.88542,0.89664,0.89274,0.91122,0.90114,0.9049,0.90406,0.8922,0.90442,0.899,0.90944,0.90104,0.89374,0.8965,0.89612,0.9095,0.90868,0.90194,0.91096,0.91432,0.90162,0.91242,0.89928,0.90902,0.90064,0.90364,0.88932,0.88962,0.8979,0.9045,0.90096,0.90558,0.89836,0.89062,0.90122,0.90218,0.90308,0.91164,0.90158,0.89266,0.90838,0.89718,0.90294,0.91386,0.90304,0.89,0.89884,0.90624,0.9016,0.90778,0.89842,0.90978,0.89616
0.88876,0.9046,0.90112,0.90804,0.89908,0.9007,0.91944,0.89534,0.90326,0.9077,0.89656,0.90822,0.9016,0.88298,0.88726,0.91572,0.90384,0.89836,0.9072,0.89214,0.91238,0.89928,0.8976,0.90572,0.91764,0.89856,0.89212,0.91052,0.91264,0.90202,0.9038,0.89324,0.90356,0.89856,0.91848,0.8961,0.89202,0.89442,0.89598,0.90616,0.90294,0.90858,0.90208,0.89628,0.88392,0.89222,0.90162,0.90682,0.90778,0.90374,0.89974,0.89426,0.89216,0.88822,0.90782,0.89664,0.90228,0.90842,0.9029,0.90032,0.895,0.89852,0.89584,0.90926,0.9004,0.8986,0.90224,0.9073,0.89978,0.91092,0.91038,0.89368,0.89638,0.90336,0.89558,0.90682,0.89244,0.90616,0.89294,0.89392,0.892,0.8978,0.89758,0.89958,0.91158,0.89582,0.90486,0.9035,0.89458,0.89954,0.90476,0.90946,0.88996,0.87836,0.88666,0.91004,0.89416,0.89856,0.89794,0.90034
0.91386,0.89318,0.90972,0.89264,0.9097,0.9102,0.88678,0.91924,0.90776,0.9042,0.89046,0.9004,0.88798,0.89746,0.90132,0.90068,0.90268,0.89616,0.8923,0.9039,0.90354,0.89266,0.90852,0.89454,0.89228,0.89962,0.89636,0.90064,0.89576,0.9006,0.89696,0.89518,0.91958,0.90606,0.90358,0.89664,0.90354,0.90182,0.9058,0.89012,0.89796,0.9026,0.8857,0.89142,0.9012,0.90668,0.89506,0.89618,0.89624,0.91366,0.8972,0.89118,0.90234,0.9063,0.90744,0.88972,0.88944,0.9093,0.9052,0.89818,0.9029,0.89566,0.89112,0.89128,0.89936,0.91196,0.909,0.90436,0.90892,0.89622,0.9055,0.9107,0.9083,0.9059,0.90412,0.89898,0.89518,0.89142,0.90132,0.89368,0.90944,0.91196,0.90848,0.90336,0.89226,0.89842,0.90824,0.9013,0.90922,0.89286,0.88872,0.9017,0.9081,0.90298,0.88968,0.89946,0.90402,0.90494,0.89956,0.89552
0.90218,0.89602,0.8826,0.89842,0.90352,0.89326,0.8902,0.89946,0.90178,0.89758,0.90058,0.91306,0.89658,0.8929,0.90526,0.89048,0.90476,0.88124,0.90678,0.90588,0.8979,0.90272,0.90962,0.91626,0.90742,0.90402,0.90302,0.89098,0.90028,0.89712,0.8968,0.91452,0.90982,0.90264,0.89658,0.89028,0.9004,0.89644,0.90386,0.89598,0.89926,0.89566,0.8976,0.90024,0.88884,0.89802,0.90246,0.89888,0.90608,0.8975,0.89644,0.89732,0.88662,0.89414,0.8976,0.90314,0.88702,0.9001,0.9005,0.89696,0.88776,0.89998,0.90464,0.89814,0.89762,0.89746,0.90138,0.90186,0.89576,0.88466,0.89188,0.91332,0.89754,0.8943,0.89592,0.90046,0.89386,0.88526,0.90024,0.90286,0.89782,0.88328,0.89926,0.8964,0.89294,0.88876,0.90856,0.90606,0.88454,0.90176,0.89648,0.89442,0.89672,0.89464,0.89528,0.88938,0.89834,0.90512,0.90616,0.89604
0.8949,0.89534,0.90498,0.91066,0.89742,0.8779,0.91356,0.9005,0.91092,0.88998,0.90682,0.89962,0.89348,0.89402,0.88394,0.90028,0.90254,0.90668,0.90428,0.89554,0.90468,0.90004,0.90902,0.90598,0.90772,0.89466,0.89668,0.89538,0.89222,0.88114,0.8888,0.89892,0.89818,0.8903,0.90158,0.89272,0.9009,0.90586,0.90166,0.9095,0.9058,0.8967,0.9036,0.90058,0.88872,0.8948,0.90688,0.8963,0.90074,0.89396,0.90294,0.88806,0.89664,0.89456,0.8823,0.88952,0.90172,0.89624,0.90822,0.91004,0.90354,0.89696,0.89808,0.89418,0.90368,0.9029,0.88392,0.90974,0.90794,0.90084,0.8972,0.8956,0.90888,0.90078,0.89984,0.8992,0.8956,0.89416,0.89414,0.90092,0.90372,0.8996,0.8924,0.90415,0.90602,0.8992,0.90796,0.90334,0.89868,0.8974,0.88338,0.89828,0.90304,0.89314,0.89598,0.89424,0.88998,0.8969,0.90076,0.89524
0.89068,0.9022,0.90124,0.89946,0.90546,0.89042,0.89484,0.89386,0.90158,0.90416,0.8919,0.8994,0.9035,0.90512,0.8949,0.88924,0.88904,0.8955,0.88858,0.89454,0.89976,0.8988,0.90082,0.87846,0.88222,0.90386,0.9012,0.89316,0.89188,0.89696,0.90068,0.90368,0.8905,0.88964,0.90414,0.90636,0.8894,0.90354,0.90068,0.89252,0.90362,0.89276,0.8966,0.9074,0.8891,0.89416,0.88832,0.90416,0.89788,0.89496,0.89568,0.89808,0.89722,0.90866,0.8988,0.89276,0.89476,0.90162,0.9082,0.8898,0.90332,0.89962,0.89258,0.9053,0.88898,0.88944,0.88704,0.89586,0.90106,0.89568,0.8901,0.89398,0.89326,0.8986,0.89704,0.89114,0.88864,0.89636,0.89874,0.88464,0.8989,0.90316,0.91188,0.89924,0.89112,0.89486,0.90106,0.89814,0.89458,0.87974,0.9011,0.90558,0.9031,0.90496,0.90482,0.891,0.89962,0.89254,0.91656,0.88922
0.90648,0.90794,0.89778,0.88868,0.88352,0.90164,0.90906,0.89216,0.89388,0.90732,0.89378,0.89222,0.89208,0.88908,0.90822,0.89946,0.90778,0.89652,0.9046,0.89586,0.90558,0.90096,0.89546,0.88462,0.89928,0.89558,0.89356,0.91546,0.89542,0.89016,0.89224,0.89528,0.89752,0.89132,0.893,0.89738,0.88446,0.8923,0.90656,0.90335,0.89376,0.89768,0.891,0.88398,0.87956,0.88028,0.889,0.8938,0.89416,0.90124,0.90268,0.8964,0.90112,0.89148,0.9015,0.89236,0.89702,0.89132,0.8977,0.89368,0.90186,0.91224,0.88906,0.902,0.90082,0.90678,0.90466,0.90064,0.88228,0.88048,0.88982,0.89894,0.89868,0.90582,0.90766,0.90972,0.90562,0.89704,0.90516,0.91058,0.89506,0.91014,0.89984,0.8938,0.89982,0.8909,0.91034,0.90274,0.89784,0.89332,0.91104,0.89514,0.905,0.90144,0.90814,0.90806,0.89138,0.8902,0.89216,0.89156
0.91032,0.89624,0.89308,0.90222,0.90138,0.89566,0.9071,0.9075,0.9025,0.89912,0.89916,0.90138,0.897,0.90944,0.90024,0.9051,0.89356,0.8946,0.90008,0.8978,0.90336,0.89568,0.90478,0.8856,0.90462,0.90618,0.90578,0.90988,0.89742,0.90292,0.90196,0.89152,0.88066,0.89796,0.90018,0.8927,0.91444,0.901,0.90146,0.9053,0.89556,0.9073,0.90236,0.9033,0.9089,0.89318,0.89664,0.90006,0.9026,0.89824,0.88922,0.89802,0.88806,0.89102,0.89556,0.89004,0.90426,0.89466,0.89206,0.89852,0.908,0.89772,0.90164,0.91712,0.88498,0.90464,0.89448,0.90044,0.89852,0.90076,0.88934,0.8987,0.9081,0.90708,0.91016,0.90886,0.89534,0.89408,0.89532,0.90546,0.8859,0.88934,0.89704,0.91776,0.8968,0.88998,0.90924,0.9,0.90922,0.91256,0.90878,0.90156,0.89578,0.89854,0.89784,0.8945,0.89582,0.89594,0.89074,0.8935
