0.92652,0.91358,0.92714,0.91024,0.91534,0.91642,0.9182,0.9104,0.92536,0.92088,0.90636,0.9204,0.92244,0.90304,0.90664,0.91194,0.9271,0.9158,0.92062,0.909,0.9203,0.8941,0.91216,0.9146,0.92194,0.9189,0.92192,0.91734,0.91984,0.91942,0.91536,0.91162,0.91108,0.91352,0.91686,0.9119,0.91224,0.91378,0.90888,0.90786,0.92272,0.92088,0.90786,0.9105,0.90994,0.90922,0.9207,0.91738,0.91936,0.92578,0.92282,0.91822,0.91964,0.91064,0.90938,0.91786,0.92692,0.91532,0.91494,0.91594,0.90842,0.90882,0.92084,0.916,0.91344,0.9096,0.9225,0.92628,0.9128,0.91412,0.92916,0.91224,0.91482,0.90948,0.92132,0.9256,0.90632,0.9191,0.90932,0.91274,0.9144,0.9105,0.91794,0.91488,0.92254,0.92448,0.91716,0.9132,0.91772,0.91808,0.91858,0.8976,0.90408,0.9129,0.92,0.89966,0.92432,0.9197,0.92068,0.92412,0.9157252
0.91246,0.91658,0.90816,0.91816,0.9041,0.9217,0.92696,0.91762,0.91624,0.91844,0.91974,0.92236,0.92278,0.92962,0.9189,0.9186,0.92246,0.91446,0.90182,0.91758,0.92012,0.92216,0.90988,0.9155,0.90794,0.91768,0.92704,0.91452,0.91402,0.91436,0.914,0.90998,0.91742,0.91296,0.91966,0.924,0.92186,0.9217,0.91992,0.91842,0.91078,0.92524,0.91624,0.91968,0.92426,0.92614,0.92272,0.91854,0.92582,0.91568,0.9115,0.93314,0.92686,0.90628,0.89756,0.93048,0.90426,0.91312,0.91978,0.92008,0.92644,0.91284,0.9052,0.92056,0.92054,0.91748,0.9192,0.91346,0.92146,0.92512,0.90782,0.90794,0.91628,0.92298,0.91048,0.91422,0.92506,0.91536,0.91082,0.91834,0.92196,0.91972,0.91392,0.91638,0.9159,0.91368,0.92304,0.92492,0.92004,0.90446,0.9119,0.90582,0.91912,0.92042,0.9179,0.9257,0.908,0.9093,0.91812,0.92442,0.9172636
0.91994,0.91584,0.91478,0.91916,0.9187,0.91354,0.91962,0.91692,0.90868,0.92044,0.9087,0.91596,0.9186,0.9207,0.91864,0.92578,0.92692,0.92834,0.91702,0.90354,0.92392,0.92294,0.91708,0.92472,0.929,0.91856,0.92636,0.91988,0.91774,0.91978,0.91462,0.92228,0.93078,0.90016,0.90472,0.90486,0.9214,0.91108,0.92966,0.92176,0.92556,0.92166,0.91704,0.90906,0.9203,0.91764,0.92308,0.90338,0.90842,0.91086,0.92156,0.91824,0.91892,0.91742,0.91152,0.91934,0.92096,0.92028,0.91886,0.91052,0.9062,0.91268,0.91826,0.92674,0.91818,0.91958,0.9205,0.9182,0.92708,0.91524,0.92322,0.91822,0.92012,0.90744,0.90992,0.91786,0.9173,0.91452,0.9137,0.91284,0.91332,0.91798,0.91902,0.91914,0.92676,0.91694,0.9185,0.92328,0.91552,0.91612,0.93064,0.91772,0.90716,0.92034,0.9276,0.91698,0.92056,0.91366,0.92142,0.91456,0.9178276
0.90504,0.92302,0.91972,0.92594,0.92262,0.92296,0.92758,0.91386,0.93048,0.9302,0.91992,0.9199,0.9193,0.90754,0.9094,0.93264,0.9164,0.91448,0.92494,0.91464,0.92726,0.91918,0.91802,0.92338,0.93158,0.91518,0.9139,0.92442,0.92646,0.9188,0.92596,0.91,0.925,0.922,0.93714,0.91976,0.91602,0.91744,0.91306,0.92492,0.91988,0.9273,0.92482,0.9155,0.9052,0.9063,0.9204,0.92372,0.92384,0.92474,0.92124,0.91666,0.913,0.91222,0.92308,0.9173,0.91688,0.93226,0.92212,0.91532,0.91174,0.91846,0.92292,0.92604,0.92062,0.92314,0.92136,0.9255,0.92064,0.92782,0.9277,0.91562,0.92014,0.91992,0.9157,0.92456,0.9098,0.92406,0.9143,0.91394,0.91644,0.91736,0.91652,0.92302,0.92156,0.91618,0.91946,0.92148,0.92238,0.9162,0.91612,0.92486,0.90912,0.90496,0.90562,0.9238,0.91628,0.9187,0.92356,0.92174,0.9197118
0.934,0.91252,0.9295,0.91796,0.93536,0.93066,0.91138,0.93848,0.92698,0.9282,0.91898,0.91894,0.91274,0.92726,0.9225,0.92622,0.92118,0.91852,0.91896,0.91904,0.92786,0.90792,0.9268,0.91974,0.92038,0.91808,0.9239,0.91806,0.91686,0.91812,0.91556,0.91722,0.93866,0.92528,0.92236,0.91106,0.92602,0.91978,0.92006,0.91998,0.9184,0.91704,0.9085,0.91808,0.92752,0.92486,0.9129,0.91698,0.92198,0.9321,0.91942,0.91596,0.92138,0.92528,0.92842,0.91254,0.91408,0.92514,0.92362,0.91456,0.92062,0.92218,0.9106,0.91682,0.92698,0.93354,0.92392,0.92212,0.93138,0.91802,0.92438,0.92904,0.9253,0.9253,0.92362,0.91676,0.91842,0.91628,0.9253,0.91452,0.93198,0.92656,0.9293,0.92312,0.91166,0.92182,0.92682,0.92202,0.92744,0.92088,0.91576,0.92188,0.93008,0.9191,0.914,0.9204,0.92634,0.91796,0.92512,0.91802,0.921772
0.92274,0.9202,0.91042,0.92392,0.92568,0.91898,0.92218,0.92836,0.92668,0.92144,0.92548,0.92868,0.92822,0.92442,0.92056,0.91854,0.92754,0.9083,0.9298,0.92528,0.92778,0.92606,0.92752,0.93564,0.93112,0.92344,0.92038,0.92124,0.91976,0.92348,0.9229,0.93686,0.92958,0.92704,0.92394,0.91338,0.91628,0.91894,0.9285,0.92194,0.92424,0.92666,0.91546,0.91482,0.9218,0.93094,0.9298,0.92516,0.92872,0.92328,0.91778,0.92738,0.92504,0.9174,0.92326,0.92434,0.9175,0.9175,0.91984,0.91784,0.91088,0.9275,0.9216,0.92348,0.92104,0.92512,0.9274,0.92748,0.92128,0.91514,0.92062,0.93276,0.9279,0.92374,0.92166,0.9261,0.91926,0.91082,0.9207,0.92064,0.92044,0.91078,0.92582,0.92532,0.92314,0.9127,0.93972,0.92374,0.91206,0.92804,0.91956,0.91844,0.92348,0.9146,0.9177,0.9154,0.91984,0.92644,0.92828,0.92128,0.9227386
0.92522,0.91906,0.92744,0.93446,0.92586,0.91282,0.9317,0.92268,0.9284,0.91528,0.92958,0.92344,0.9245,0.92008,0.90982,0.92768,0.92552,0.92564,0.92124,0.91594,0.93036,0.92412,0.92748,0.92774,0.9328,0.91608,0.92934,0.92146,0.9187,0.91008,0.91502,0.92824,0.92466,0.92264,0.93104,0.92032,0.92808,0.93288,0.92664,0.92656,0.9313,0.9243,0.92588,0.9264,0.9214,0.92284,0.92752,0.91942,0.9287,0.9125,0.92754,0.92218,0.92592,0.92484,0.912,0.91226,0.92382,0.92002,0.9283,0.93122,0.93,0.92026,0.92244,0.922,0.92806,0.92688,0.91488,0.93294,0.92878,0.92596,0.92334,0.9229,0.92912,0.91986,0.91754,0.92382,0.91766,0.9175,0.91454,0.92372,0.93018,0.92502,0.91376,0.92394,0.9253,0.92598,0.93158,0.92894,0.9168,0.92452,0.91206,0.92906,0.92646,0.92206,0.92616,0.92366,0.92398,0.9239,0.92572,0.92544,0.9237568
0.9218,0.93012,0.9294,0.92426,0.93052,0.92148,0.9242,0.9227,0.92752,0.93538,0.91554,0.92706,0.92364,0.92588,0.92202,0.9185,0.92394,0.92796,0.91096,0.9192,0.92604,0.92692,0.92562,0.9119,0.91276,0.9263,0.92822,0.91928,0.9261,0.92164,0.9272,0.92564,0.92138,0.91628,0.92748,0.93814,0.91882,0.9299,0.92524,0.9263,0.92438,0.92474,0.92386,0.92912,0.92302,0.9276,0.91552,0.92144,0.92314,0.92436,0.9289,0.92532,0.9232,0.9338,0.9239,0.91914,0.92326,0.9271,0.92554,0.91818,0.93052,0.92866,0.92144,0.92902,0.92034,0.92478,0.92368,0.92232,0.93096,0.91888,0.9168,0.92078,0.92674,0.92684,0.926,0.92156,0.92042,0.92596,0.92768,0.9187,0.9247,0.92614,0.94044,0.92352,0.92086,0.9226,0.92266,0.92962,0.9225,0.91542,0.9293,0.93146,0.9357,0.92948,0.93378,0.9206,0.92668,0.9188,0.9379,0.92444,0.9246744
0.93696,0.93236,0.92172,0.92642,0.92052,0.92938,0.93226,0.9258,0.92638,0.93384,0.92302,0.92336,0.92444,0.92512,0.93372,0.93346,0.93158,0.92474,0.93302,0.92134,0.93144,0.92788,0.91864,0.91598,0.92972,0.92426,0.92616,0.93608,0.93088,0.92492,0.92504,0.92406,0.9257,0.92228,0.92422,0.92906,0.92278,0.92232,0.9295,0.92994,0.9203,0.91926,0.92126,0.91422,0.91966,0.91352,0.9214,0.91834,0.9277,0.9323,0.93476,0.92998,0.93604,0.91712,0.92766,0.91788,0.92842,0.9247,0.92916,0.92656,0.924,0.93892,0.9187,0.93166,0.92756,0.92864,0.93394,0.92616,0.91038,0.91834,0.93104,0.92626,0.93028,0.93648,0.93228,0.92974,0.92874,0.9224,0.9329,0.9355,0.92022,0.9304,0.93098,0.92554,0.93128,0.92524,0.94008,0.92942,0.92258,0.92,0.93568,0.92154,0.93364,0.925,0.9383,0.93038,0.9202,0.92748,0.92156,0.92018,0.9267416
0.93614,0.92874,0.9232,0.92736,0.92706,0.9264,0.93208,0.93198,0.9364,0.92174,0.936,0.93272,0.92502,0.93764,0.93392,0.933,0.92718,0.9349,0.9317,0.93406,0.93074,0.928,0.93634,0.92172,0.93516,0.93438,0.9348,0.9376,0.92534,0.93336,0.92778,0.92258,0.92398,0.92958,0.92682,0.92356,0.93516,0.92934,0.93008,0.93314,0.92708,0.93694,0.9315,0.92994,0.93402,0.92802,0.93,0.92846,0.9333,0.92764,0.92434,0.93312,0.92272,0.92274,0.92654,0.92746,0.9322,0.9299,0.92676,0.92878,0.92852,0.92966,0.93532,0.93544,0.91478,0.93716,0.92104,0.92624,0.9285,0.93858,0.9276,0.92608,0.93796,0.93112,0.93376,0.93674,0.9276,0.9273,0.9242,0.93194,0.91726,0.92078,0.92524,0.93614,0.93228,0.9243,0.93444,0.92838,0.93558,0.9361,0.9338,0.92522,0.92734,0.93196,0.92852,0.92562,0.9255,0.93168,0.924,0.92672,0.9296856
